#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
     780.000   -1281.1255252   2853.0443734   1184.0924760    944.2490861
     790.000   -1309.7315570   2868.1306445   1184.4187083    956.0916521
     800.000   -1338.4875190   2883.0311744   1184.7330283    967.9374205
     810.000   -1367.3915763   2897.7504336   1185.0360063    979.7862749
     820.000   -1396.4419378   2912.2927347   1185.3281788    991.6381046
     830.000   -1425.6368550   2926.6622399   1185.6100513   1003.4928042
     840.000   -1454.9746200   2940.8629678   1185.8821000   1015.3502729
     850.000   -1484.4535647   2954.8987996   1186.1447743   1027.2104149
     860.000   -1514.0720589   2968.7734854   1186.3984979   1039.0731386
     870.000   -1543.8285094   2982.4906503   1186.6436714   1050.9383564
     880.000   -1573.7213585   2996.0537992   1186.8806731   1062.8059848
     890.000   -1603.7490833   3009.4663225   1187.1098605   1074.6759438
     900.000   -1633.9101938   3022.7315010   1187.3315723   1086.5481570
     910.000   -1664.2032327   3035.8525100   1187.5461287   1098.4225514
     920.000   -1694.6267737   3048.8324245   1187.7538332   1110.2990568
     930.000   -1725.1794209   3061.6742226   1187.9549733   1122.1776062
     940.000   -1755.8598074   3074.3807901   1188.1498219   1134.0581353
     950.000   -1786.6665952   3086.9549239   1188.3386377   1145.9405825
     960.000   -1817.5984735   3099.3993357   1188.5216663   1157.8248887
     970.000   -1848.6541583   3111.7166553   1188.6991410   1169.7109973
     980.000   -1879.8323915   3123.9094340   1188.8712836   1181.5988538
     990.000   -1911.1319401   3135.9801475   1189.0383047   1193.4884059
    1000.000   -1942.5515956   3147.9311991   1189.2004050   1205.3796035
